290,float4le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 700,,,,,,float4le,,,
291,float4gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 700,,,,,,float4gt,,,
292,float4ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 700,,,,,,float4ge,,,
293,float8eq,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 701,,,,,,float8eq,,,
294,float8ne,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 701,,,,,,float8ne,,,
295,float8lt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 701,,,,,,float8lt,,,
296,float8le,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 701,,,,,,float8le,,,
297,float8gt,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 701,,,,,,float8gt,,,
298,float8ge,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,701 701,,,,,,float8ge,,,
299,float48eq,11,10,12,1,0,0,-,f,false,true,true,false,i,s,2,0,16,700 701,,,,,,float48eq,,,
